Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2010-01-04,6.447411060333252,6.462173069917781,6.398304652210158,6.4299375873533755,493729600
2010-01-05,6.458559036254883,6.495012355557433,6.42451550471913,6.465187058758854,601904800
2010-01-06,6.355826377868652,6.4841661652042335,6.349198356118626,6.458558301586459,552160000
2010-01-07,6.3440775871276855,6.386858061227115,6.297983905950611,6.379326216802095,477131200
2010-01-08,6.386255741119385,6.386858690967519,6.2982866052042255,6.335642948296908,447610800
2010-01-11,6.329918384552002,6.416984085245418,6.279907746319512,6.4109586102211065,462229600
2010-01-12,6.257914066314697,6.319674373974027,6.218749689717484,6.302200096112814,594459600
2010-01-13,6.346187114715576,6.354622781283967,6.148858000827789,6.262435812286735,605892000
2010-01-14,6.309432029724121,6.340462825144653,6.297080207649436,6.329918645651823,432894000
2010-01-15,6.203986167907715,6.374804704104754,6.202178526042027,6.354619369937897,594067600
2010-01-19,6.478443145751953,6.482962252595114,6.243455623428057,6.276293259784264,730007600
2010-01-20,6.378723621368408,6.4938069781844,6.311540780542033,6.474525860051603,612152800
2010-01-21,6.268458366394043,6.426322579669442,6.242549630635982,6.3892671183737875,608154400
2010-01-22,5.9575514793396,6.251286519528251,5.939777134257592,6.229595616070551,881767600
2010-01-25,6.117825984954834,6.166931996635043,6.031061157243337,6.100955057406338,1065699600
2010-01-26,6.204288959503174,6.438373409332771,6.10306340366563,6.204590233221165,1867110000
2010-01-27,6.262735843658447,6.344077346961239,6.01117747843685,6.231705048036775,1722568400
2010-01-28,6.003946304321289,6.191033259062565,5.986171959598622,6.173861461770131,1173502400
2010-01-29,5.786130905151367,6.091615628430458,5.731601566895226,6.05787377524489,1245952400
2010-02-01,5.866569995880127,5.9048309616294015,5.763235502319775,5.795470992444065,749876400
2010-02-02,5.900611877441406,5.914470468440095,5.825898006708444,5.902118648262823,698342400
2010-02-03,6.002138137817383,6.031361283396788,5.857228711379263,5.879823835804984,615328000
2010-02-04,5.785831451416016,5.976231668022625,5.771370308877544,5.926823568818947,757652000
2010-02-05,5.888562202453613,5.904830986710173,5.749678206585321,5.803304135406081,850306800
2010-02-08,5.8481903076171875,5.961466789668746,5.844575023719569,5.89548946747531,478270800
2010-02-09,5.910555839538574,5.950021502692347,5.867173214545841,5.917484735065164,632886800
2010-02-10,5.87831974029541,5.922907861244431,5.852410997509434,5.901517018833727,370361600
2010-02-11,5.985270023345947,6.017807194777216,5.846386005482898,5.871090057327903,550345600
2010-02-12,6.03678560256958,6.074745291647585,5.889767226390553,5.968397666136715,655468800
2010-02-16,6.127767086029053,6.1365036211025465,6.071128837080451,6.083781930257564,543737600
2010-02-17,6.102160930633545,6.1551835042806,6.051246066635334,6.1515682191043,436396800
2010-02-18,6.113608360290527,6.14253023866708,6.0530535419647755,6.074443174197505,422825200
2010-02-19,6.075649738311768,6.121743826660465,6.058778807227433,6.081374342922603,415469600
2010-02-22,6.037991523742676,6.100655271515983,6.000936050635666,6.095835292637066,390563600
2010-02-23,5.936765193939209,6.065406283235784,5.896094440065246,6.025337674691251,575094800
2010-02-24,6.045221328735352,6.068719877651232,5.960263334738986,5.972013011431588,460566400
2010-02-25,6.0855913162231445,6.111500057401813,5.931644031380077,5.946406044689043,665126000
2010-02-26,6.164522171020508,6.181091824721057,6.085590461193348,6.097038461241204,507460800
2010-03-01,6.296175956726074,6.311540112172571,6.189527069660616,6.1985648791411325,550093600
2010-03-02,6.291958808898926,6.351609403767862,6.258517824150557,6.324495167908173,566546400
2010-03-03,6.306419372558594,6.322688157040543,6.264543925145691,6.2946704993465765,372052800
2010-03-04,6.347992420196533,6.354319167793294,6.28532869832281,6.304911890737833,366041200
2010-03-05,6.596238136291504,6.6188332660537235,6.466090687632098,6.475430174190809,899620400
2010-03-08,6.600154399871826,6.630581841562283,6.57514908114871,6.628172053825092,429889600
2010-03-09,6.71885347366333,6.778504066823439,6.564303661064897,6.576956756245125,920259200
2010-03-10,6.773683547973633,6.792965067448581,6.724276263257618,6.743256106756135,596218000
2010-03-11,6.793567180633545,6.793567180633545,6.727891512516615,6.745666664251123,405700400
2010-03-12,6.82670783996582,6.860750570662187,6.801099970704607,6.849904714499217,416323600
2010-03-15,6.743558406829834,6.7935678444059615,6.635403128237591,6.789953363423575,493502800
2010-03-16,6.76193380355835,6.777900908527385,6.703488310657031,6.753799815330724,446908000
2010-03-17,6.751993656158447,6.82218843735636,6.726386188732696,6.775492207075186,450956800
2010-03-18,6.767960071563721,6.77850425079431,6.706501432013121,6.751389612740826,342109600
2010-03-19,6.695656776428223,6.7857356290714534,6.664927251875943,6.77217871066484,559445600
2010-03-22,6.770972728729248,6.808631545566175,6.632390020423046,6.64203078050537,456419600
2010-03-23,6.879729747772217,6.892383245398671,6.751389542397509,6.7977848958918745,602431200
2010-03-24,6.910158634185791,6.9351639557654945,6.8541225154084575,6.858039476794797,597780400
2010-03-25,6.828213214874268,6.95836106414249,6.816162264626477,6.95685429312686,542284400
2010-03-26,6.9562506675720215,6.987883196708065,6.885452560729708,6.8975035077162525,640875200
2010-03-29,7.001139163970947,7.045726868001474,6.977942295306622,7.019517262276358,540744400
2010-03-30,7.105377674102783,7.154484887488106,7.05717468409844,7.127972800527657,527310000
2010-03-31,7.079771041870117,7.12827571626068,7.063503062875093,7.094533858729858,430659600
2010-04-01,7.108994483947754,7.192143633846955,7.011986740164,7.152377103812635,603145200
2010-04-05,7.184911251068115,7.185513798408884,7.072839859092399,7.079167008405009,684507600
2010-04-06,7.216545104980469,7.237633458960056,7.140023196119085,7.176175234704905,447017200
2010-04-07,7.24847936630249,7.288246689492403,7.190033074060597,7.216846030626449,628502000
2010-04-08,7.228897571563721,7.276798886198011,7.171355497917988,7.243659581565387,572989200
2010-04-09,7.2843337059021,7.287347248960269,7.244265489378289,7.273488651452776,334182800
2010-04-12,7.299393177032471,7.3228917199628,7.284932040171272,7.296681311636437,333026400
2010-04-13,7.30361270904541,7.314760241433711,7.263845373507352,7.286441309837192,306210800
2010-04-14,7.401824474334717,7.405439758871377,7.3530197420281915,7.389472654402391,404076400
2010-04-15,7.4991350173950195,7.502448626491834,7.39640267729274,7.404536666508055,376784800
2010-04-16,7.453341960906982,7.566015928992251,7.367480954097467,7.488589782638069,750545600
2010-04-19,7.443399906158447,7.468103547563454,7.283728047043323,7.442194811237752,566924400
2010-04-20,7.368684768676758,7.509075092650319,7.319578363102423,7.487685062542917,738326400
2010-04-21,7.809440612792969,7.840471411010201,7.704298070978854,7.796787113579559,982391200
2010-04-22,8.027853965759277,8.036289626735497,7.718452810081499,7.77991182129648,793424800
2010-04-23,8.159210205078125,8.199880955984687,8.043825170610834,8.073650066154586,796955600
2010-04-26,8.119141578674316,8.208316193603364,8.079675120394999,8.190843120898524,479068800
2010-04-27,7.894398212432861,8.069133006543948,7.848606200506841,8.051960800954319,709343600
2010-04-28,7.881137847900391,7.95344110466734,7.724780456259804,7.930846789441459,758402400
2010-04-29,8.093230247497559,8.134201854664738,7.893490243564225,7.923917675291777,558840800
2010-04-30,7.865776062011719,8.15137631943767,7.863065000661064,8.11341663371304,542463600
2010-05-03,8.02424144744873,8.070335922860266,7.9197014812151165,7.948623757385237,454342000
2010-05-04,7.793172836303711,7.932057256185188,7.73502899833154,7.920007107463826,723819600
2010-05-05,7.712129592895508,7.776902237802535,7.493409692876041,7.622954982690095,883103200
2010-05-06,7.418698310852051,7.780218037607099,6.002743165045877,7.6470582300214005,1285860800
2010-05-07,7.105679035186768,7.4283363686879325,6.784830148572169,7.3421744935372555,1676018400
2010-05-10,7.6518754959106445,7.671759561581761,7.4873840658865864,7.539202341651189,984306400
2010-05-11,7.728096008300781,7.829622419504037,7.5467332812078665,7.5871023440715915,848906800
2010-05-12,7.895905017852783,7.927236690952462,7.793776007573418,7.810043185064588,654379600
2010-05-13,7.783529758453369,7.983570674425035,7.724480915955375,7.929944758689333,599712400
2010-05-14,7.646753787994385,7.726890984397024,7.516606765618046,7.687123659899994,759362800
2010-05-17,7.658804893493652,7.717853736278189,7.462680132552882,7.673266031596604,762834800
2010-05-18,7.60276985168457,7.7892538602527495,7.539503174794722,7.741955092797652,782678400
2010-05-19,7.481662273406982,7.619642457334495,7.376520531779189,7.516609230093463,1025726800
2010-05-20,7.162920951843262,7.346392230231454,7.1162239255718065,7.287041707203514,1282915200
2010-05-21,7.30029821395874,7.365974275584888,6.9698077830968925,7.014093812966433,1223891200
2010-05-24,7.434060096740723,7.5587850089411655,7.4189972145423155,7.449726330875085,754238800
2010-05-25,7.387665271759033,7.434059816004897,7.144844283130925,7.210821217070618,1048006400
2010-05-26,7.354225158691406,7.5958418854128675,7.343379303420403,7.534081971823627,850654000
2010-05-27,7.632596969604492,7.648865755270658,7.50486009262202,7.54974868340412,666282400
2010-05-28,7.738942623138428,7.814861994455536,7.632595007207469,7.814561122958985,815614800
2010-06-01,7.857942581176758,8.011889830835013,7.801605602661525,7.82359818182259,876472800
2010-06-02,7.951941013336182,7.977548081146168,7.842881500226435,7.969714961883002,688548000
2010-06-03,7.92693567276001,8.000143199168006,7.845291675000702,7.988995665696554,650106800
2010-06-04,7.711227893829346,7.890179701609783,7.671159685716311,7.779012486669797,758304400
2010-06-07,7.559989929199219,7.8073296250479185,7.548239851635312,7.781420889047427,886942000
2010-06-08,7.5114874839782715,7.646154049455698,7.400621145144233,7.629282717592757,1000770400
2010-06-09,7.326809883117676,7.588913233726489,7.305420652353679,7.5759580595041545,854630000
2010-06-10,7.547036170959473,7.561194830540002,7.2966829131504065,7.376217574405443,776356000
